,name,total,male_share,female_share,gap
462,Donyae,487.302887,0.580839077,0.419160923,0.161678154
463,Koi,485.358666,0.660120767,0.339879233,0.320241535
464,Eastyn,483.916571,0.584986942,0.415013058,0.169973884
465,Vertis,483.073698,0.664832468,0.335167532,0.329664937
466,Shady,480.399537,0.58860686,0.41139314,0.17721372
467,Shondell,480.066762,0.522759939,0.477240061,0.045519877
468,Monti,479.724204,0.648915169,0.351084831,0.297830338
469,Ardie,478.622326,0.574547153,0.425452847,0.149094307
470,Londen,476.616207,0.366252222,0.633747778,0.267495555
471,Kayde,476.545451,0.364506879,0.635493121,0.270986242
472,Gabryel,476.224649,0.63333967,0.36666033,0.26667934
473,Chai,475.693434,0.642314174,0.357685826,0.284628347
474,Gurpreet,475.593432,0.64240946,0.35759054,0.284818921
475,Tomie,473.437588,0.466243008,0.533756992,0.067513985
476,Corley,472.934632,0.437175686,0.562824314,0.125648629
477,Mishael,469.77639,0.639525394,0.360474606,0.279050788
478,Shalin,469.497742,0.638891469,0.361108531,0.277782938
479,Shann,465.469714,0.565161531,0.434838469,0.130323061
480,Lyndal,462.991251,0.561296656,0.438703344,0.122593312
481,Jamani,461.954209,0.540148881,0.459851119,0.080297762
482,Chee,460.36613,0.553700745,0.446299255,0.107401489
483,Deshay,460.068319,0.390080035,0.609919965,0.21983993
484,Devlyn,459.950086,0.651643713,0.348356287,0.303287427
485,Royale,457.356489,0.468049454,0.531950546,0.063901092
486,Jaidin,450.60592,0.583469207,0.416530793,0.166938415
487,Dayan,449.437503,0.603330139,0.396669861,0.206660277
488,Jari,447.90736,0.350566019,0.649433981,0.298867962
489,Amarii,445.041457,0.542269695,0.457730305,0.084539389
490,Dilyn,444.089446,0.664452235,0.335547765,0.32890447
491,Yuval,441.627245,0.665086066,0.334913934,0.330172132
492,Toryn,441.53306,0.484787631,0.515212369,0.030424739
493,Rajah,441.097798,0.658493695,0.341506305,0.316987391
494,Tatem,438.839865,0.391246579,0.608753421,0.217506842
495,Chidera,438.682476,0.33915949,0.66084051,0.321681019
496,Amarri,437.771104,0.514584636,0.485415364,0.029169271
497,Rielly,436.043049,0.444824509,0.555175491,0.110350983
498,Bobie,435.771001,0.338193098,0.661806902,0.323613803
499,Miciah,435.075256,0.496130113,0.503869887,0.007739774
500,Shaden,433.344945,0.576438165,0.423561835,0.15287633
501,Codee,429.682115,0.574688013,0.425311987,0.149376027
502,Ottie,429.187857,0.468195916,0.531804084,0.063608167
503,Haydyn,428.088851,0.526357541,0.473642459,0.052715082
504,Ary,427.143655,0.590800315,0.409199685,0.18160063
505,Tajae,425.014334,0.402830301,0.597169699,0.194339398
506,Aki,421.443184,0.546841927,0.453158073,0.093683855
507,Haedyn,419.202215,0.362291526,0.637708474,0.275416949
508,Jasiyah,418.332858,0.370258054,0.629741946,0.259483892
509,Averey,417.927591,0.346408472,0.653591528,0.307183057
510,Hyun,415.309693,0.60568714,0.39431286,0.211374279
511,Jamile,414.255645,0.514173471,0.485826529,0.028346943
512,Yona,414.021594,0.576241062,0.423758938,0.152482124
513,Yee,413.353291,0.521980361,0.478019639,0.043960722
514,Evian,413.201908,0.486174938,0.513825062,0.027650124
515,Amandeep,413.13403,0.562686485,0.437313515,0.125372969
516,Vandy,413.08698,0.557671309,0.442328691,0.115342619
517,Trenell,412.864778,0.662126528,0.337873472,0.324253056
518,Rei,412.311611,0.485427574,0.514572426,0.029144852
519,Weslie,411.497454,0.613128715,0.386871285,0.226257429
520,Ariyan,409.742892,0.385121011,0.614878989,0.229757977
521,Kemoni,409.040382,0.451067523,0.548932477,0.097864954
522,Rossi,407.470851,0.576640953,0.423359047,0.153281907
523,Danel,403.242956,0.649489441,0.350510559,0.298978882
524,Mandeep,402.949396,0.608824479,0.391175521,0.217648958
525,Ji,400.092923,0.386013786,0.613986214,0.227972428
526,Ying,393.823722,0.346439603,0.653560397,0.307120794
527,Kijana,393.646342,0.656438677,0.343561323,0.312877354
528,Embry,393.57991,0.489660593,0.510339407,0.020678815
529,Braelin,393.099757,0.567862979,0.432137021,0.135725958
530,Ja,390.850973,0.659898055,0.340101945,0.319796111
531,Shawndell,390.690211,0.639432036,0.360567964,0.278864072
532,Ronie,390.092485,0.542674653,0.457325347,0.085349306
533,Jamisen,389.02477,0.604225458,0.395774542,0.208450917
534,Makell,388.832612,0.622481637,0.377518363,0.244963275
535,Amori,386.253118,0.418666798,0.581333202,0.162666405
536,Nuri,384.16821,0.54850835,0.45149165,0.0970167
537,Caylan,383.148183,0.395409554,0.604590446,0.209180893
538,Tennessee,381.654643,0.37684657,0.62315343,0.246306861
539,Linell,381.366956,0.339293785,0.660706215,0.32141243
540,Giani,375.988521,0.57485101,0.42514899,0.14970202
541,Rudell,375.713796,0.587977326,0.412022674,0.175954651
542,Germany,375.639417,0.448241527,0.551758473,0.103516945
543,Johari,373.180127,0.393338622,0.606661378,0.213322756
544,Lorrin,371.153873,0.35152206,0.64847794,0.29695588
545,Lenzie,368.727547,0.520448826,0.479551174,0.040897652
546,Carle,368.098241,0.624151847,0.375848153,0.248303694
547,Cayle,366.85755,0.654093776,0.345906224,0.308187551
548,Bay,366.783476,0.366407144,0.633592856,0.267185711
549,Ova,366.376736,0.380905214,0.619094786,0.238189572
550,Cailen,365.545622,0.514982122,0.485017878,0.029964243
551,Rhylan,364.602121,0.63461932,0.36538068,0.269238639
552,Zaylin,364.578434,0.626369126,0.373630874,0.252738252
553,Romelle,364.29039,0.334741817,0.665258183,0.330516366
554,Brownie,364.152405,0.414056082,0.585943918,0.171887836
555,Grier,360.964562,0.408176291,0.591823709,0.183647419
556,Vondell,359.55239,0.530040429,0.469959571,0.060080858
557,Dannell,358.292428,0.371591933,0.628408067,0.256816133
558,Aquarius,357.992087,0.355039521,0.644960479,0.289920959
559,Lavoris,355.809297,0.571789267,0.428210733,0.143578533
560,Phenix,355.303917,0.628086473,0.371913527,0.256172946
561,Keylen,353.46958,0.564170543,0.435829457,0.128341087
562,Cristan,352.183199,0.434650217,0.565349783,0.130699565
563,Daylyn,349.116573,0.463022018,0.536977982,0.073955965
564,Riely,348.956187,0.502088146,0.497911854,0.004176292
565,Rogue,345.658825,0.482370786,0.517629214,0.035258429
566,Karem,345.429988,0.333961066,0.666038934,0.332077868
567,Olamide,344.984957,0.410813095,0.589186905,0.178373809
568,Dawsyn,344.491458,0.590365367,0.409634633,0.180730734
569,Halsey,343.03444,0.432616133,0.567383867,0.134767734
570,Samie,341.931736,0.571861908,0.428138092,0.143723816
571,Matisse,341.133566,0.456469265,0.543530735,0.087061471
572,Dail,339.916968,0.640955143,0.359044857,0.281910287
573,Oluwaseun,333.562954,0.628358993,0.371641007,0.256717987
574,Emanuelle,332.743975,0.5827043,0.4172957,0.1654086
575,Harlyn,332.741736,0.423264264,0.576735736,0.153471472
576,Lamari,328.673827,0.631225419,0.368774581,0.262450837
577,Schylar,326.620692,0.335503083,0.664496917,0.328993835
578,Kamori,325.885617,0.338147096,0.661852904,0.323705808
579,Kaydyn,323.871587,0.472167832,0.527832168,0.055664336
580,Kimoni,323.597517,0.59775014,0.40224986,0.195500279
581,Tian,323.377615,0.563309245,0.436690755,0.126618489
582,Alvia,323.013322,0.425895784,0.574104216,0.148208432
583,Skylan,320.708546,0.35896195,0.64103805,0.2820761
584,Ajai,319.705461,0.510480827,0.489519173,0.020961653
585,Tyjae,319.280621,0.486963003,0.513036997,0.026073994
586,Mc,318.013697,0.349445458,0.650554542,0.301109084
587,Chae,316.359126,0.454676389,0.545323611,0.090647222
588,Climmie,315.660886,0.404164474,0.595835526,0.191671052
589,Kymari,314.835082,0.589629986,0.410370014,0.179259972
590,Brittin,314.595101,0.353221568,0.646778432,0.293556863
591,Maven,312.750688,0.612282778,0.387717222,0.224565556
592,Cheney,310.676913,0.338206795,0.661793205,0.32358641
593,Jaz,309.144164,0.663611434,0.336388566,0.327222868
594,Malone,306.877555,0.58582955,0.41417045,0.1716591
595,Rashi,305.502509,0.406963872,0.593036128,0.186072256
596,Puneet,304.530588,0.515017076,0.484982924,0.030034152
597,Juda,304.25879,0.649065757,0.350934243,0.298131515
598,Rane,302.206012,0.594418797,0.405581203,0.188837593
599,Dezi,302.144671,0.62502687,0.37497313,0.25005374
600,Skiler,300.192634,0.537214471,0.462785529,0.074428942
601,Elya,299.686586,0.562027841,0.437972159,0.124055683
602,Rieley,299.477082,0.366913045,0.633086955,0.26617391
603,Tajai,298.658308,0.512399702,0.487600298,0.024799404
604,Da,297.72328,0.614631399,0.385368601,0.229262797
605,Deshannon,296.329223,0.368674905,0.631325095,0.262650191
606,Logyn,294.857509,0.464477535,0.535522465,0.07104493
607,Wrigley,294.024958,0.611231836,0.388768164,0.222463673
608,Happy,293.318793,0.427365471,0.572634529,0.145269059
609,Cyncere,292.784402,0.647213706,0.352786294,0.294427413
610,Callaway,291.851857,0.499772448,0.500227552,0.000455104
611,Shell,290.751229,0.361467239,0.638532761,0.277065522
612,Fontaine,290.606918,0.584075511,0.415924489,0.168151021
613,Jung,290.346636,0.506937869,0.493062131,0.013875739
614,Dossie,290.111158,0.511029303,0.488970697,0.022058607
615,Mayan,288.665664,0.364442932,0.635557068,0.271114136
616,Odean,288.303758,0.495868909,0.504131091,0.008262182
617,Baylin,285.992025,0.579581074,0.420418926,0.159162148
618,Austine,285.236226,0.527366279,0.472633721,0.054732557
619,Cagney,284.968009,0.357780255,0.642219745,0.284439489
620,Scotland,284.873345,0.553543312,0.446456688,0.107086625
621,Cire,283.857969,0.52767041,0.47232959,0.055340821
622,Harvest,283.76503,0.400649396,0.599350604,0.198701207
623,Bless,279.904057,0.499964136,0.500035864,7.17E-05
624,Vegas,279.086241,0.615539614,0.384460386,0.231079228
625,Rael,278.724328,0.513390812,0.486609188,0.026781623
626,Mahari,277.910899,0.563712001,0.436287999,0.127424002
627,Perris,276.851258,0.616923688,0.383076312,0.233847375
628,Reilley,274.809689,0.349990207,0.650009793,0.300019586
629,Taygen,274.144198,0.4454215,0.5545785,0.109156999
630,Shey,273.813717,0.515219298,0.484780702,0.030438596
631,Oluwatosin,272.921476,0.456518819,0.543481181,0.086962361
632,Jemiah,272.238086,0.339801485,0.660198515,0.320397029
633,Oluwadamilola,271.919156,0.35375091,0.64624909,0.292498179
634,Markelle,271.702482,0.549214976,0.450785024,0.098429951
635,Gianny,271.04938,0.497777826,0.502222174,0.004444349
636,Jlyn,266.956224,0.389943184,0.610056816,0.220113632
637,Jeris,265.436691,0.623316349,0.376683651,0.246632697
638,Jaki,264.965997,0.639581546,0.360418454,0.279163092
639,Raymie,264.82035,0.379940084,0.620059916,0.240119832
640,Aldean,262.841418,0.33356074,0.66643926,0.332878519
641,Gal,262.404053,0.506819268,0.493180732,0.013638536
642,Hudsyn,262.383874,0.408862532,0.591137468,0.182274937
643,Deone,260.381575,0.40694702,0.59305298,0.18610596
644,Deundra,259.756488,0.61292973,0.38707027,0.22585946
645,Nasiah,259.221112,0.359816738,0.640183262,0.280366524
646,Donyea,258.361535,0.64736236,0.35263764,0.29472472
647,Shyler,257.084311,0.39086421,0.60913579,0.218271581
648,Mattia,256.579433,0.47572566,0.52427434,0.048548681
649,Navdeep,256.491881,0.518218711,0.481781289,0.036437422
650,Rameen,255.077342,0.384910785,0.615089215,0.23017843
651,Wai,253.453871,0.660395039,0.339604961,0.320790078
652,Eh,253.416862,0.584051546,0.415948454,0.168103092
653,Paxtyn,249.448529,0.442033274,0.557966726,0.115933452
654,Shaylon,249.26729,0.341940609,0.658059391,0.316118782
655,Kamoni,248.38522,0.375674479,0.624325521,0.248651043
656,Jadis,248.174196,0.495553071,0.504446929,0.008893858
657,Avyn,247.427689,0.477605055,0.522394945,0.04478989
658,Kitt,245.909352,0.374648126,0.625351874,0.250703747
659,Ebbie,244.870788,0.52755327,0.47244673,0.055106541
660,Amadi,244.356056,0.432183105,0.567816895,0.13563379
661,Clary,242.554486,0.422881653,0.577118347,0.154236694
662,Nakota,242.39962,0.599214545,0.400785455,0.19842909
663,Jacquese,241.528734,0.395713659,0.604286341,0.208572683
664,Gurnoor,240.486808,0.392312995,0.607687005,0.215374009
665,Brylin,240.429158,0.557619763,0.442380237,0.115239525
666,Kippy,239.857843,0.600099827,0.399900173,0.200199653
667,Sevyn,238.398833,0.512170943,0.487829057,0.024341885
668,Oluwaseyi,237.927401,0.666277727,0.333722273,0.332555455
669,Blaike,237.882275,0.657967421,0.342032579,0.315934842
670,Tagen,237.176663,0.585341135,0.414658865,0.170682269
671,Taite,236.877903,0.539509175,0.460490825,0.07901835
672,Dorsie,236.844656,0.343079276,0.656920724,0.313841449
673,Jolly,236.312084,0.637553072,0.362446928,0.275106143
674,Yi,236.295558,0.564168887,0.435831113,0.128337774
675,Dustine,234.84553,0.397442532,0.602557468,0.205114937
676,Brae,233.826598,0.3927682,0.6072318,0.2144636
677,Almer,233.285829,0.621591807,0.378408193,0.243183614
678,Zaelyn,232.471875,0.597936266,0.402063734,0.195872533
679,Hero,231.412152,0.592158272,0.407841728,0.184316544
680,Brennyn,231.347168,0.480254226,0.519745774,0.039491549
681,Coren,230.726699,0.557507356,0.442492644,0.115014713
682,Sher,229.086315,0.52006399,0.47993601,0.04012798
683,Geral,228.572754,0.57862613,0.42137387,0.157252259
684,Aalijah,227.334828,0.5851041,0.4148959,0.170208201
685,Yanis,227.320088,0.633011852,0.366988148,0.266023705
686,Rhythm,226.51462,0.534790977,0.465209023,0.069581955
687,Manjot,225.839838,0.582739649,0.417260351,0.165479299
688,Airen,225.547785,0.408979126,0.591020874,0.182041748
689,Giavonni,225.2413,0.400520016,0.599479984,0.198959969
690,Xan,224.170326,0.484431918,0.515568082,0.031136164
691,Tahjae,223.988531,0.459704207,0.540295793,0.080591586
692,Skyeler,223.569504,0.508014277,0.491985723,0.016028555
693,Kmari,221.48333,0.533274369,0.466725631,0.066548738
694,Taje,221.455609,0.557034182,0.442965818,0.114068364
695,Elis,220.614578,0.380736988,0.619263012,0.238526023
696,Temiloluwa,219.471979,0.36635162,0.63364838,0.26729676
697,Reise,218.281532,0.553964208,0.446035792,0.107928416
698,Oriel,217.955725,0.53899912,0.46100088,0.07799824
699,Kamarri,217.436651,0.666259494,0.333740506,0.332518987
700,Romey,217.410473,0.638895961,0.361104039,0.277791921
701,Maciah,215.277537,0.428375502,0.571624498,0.143248996
702,Jerris,214.92263,0.613399422,0.386600578,0.226798844
703,Meko,214.461059,0.562471185,0.437528815,0.12494237
704,Aimar,213.546217,0.49243888,0.50756112,0.015122239
705,Kehinde,213.479829,0.625027473,0.374972527,0.250054945
706,Ashtan,212.941711,0.447171081,0.552828919,0.105657839
707,Oreoluwa,212.510346,0.382872065,0.617127935,0.23425587
708,Kairee,209.98392,0.547436708,0.452563292,0.094873417
709,Leotha,209.718632,0.343532338,0.656467662,0.312935324
710,Jaylenn,209.606137,0.359804327,0.640195673,0.280391347
711,Celester,208.260526,0.486202484,0.513797516,0.027595033
712,Zekiah,206.431227,0.629666974,0.370333026,0.259333948
713,Tarrin,206.426168,0.537402119,0.462597881,0.074804237
714,Jerzy,206.354985,0.475135752,0.524864248,0.049728496
715,Nike,205.592726,0.499609052,0.500390948,0.000781895
716,Domnique,205.590582,0.338568301,0.661431699,0.322863398
717,Maitland,205.048868,0.460425214,0.539574786,0.079149571
718,Jaydence,204.723284,0.397848249,0.602151751,0.204303503
719,Kayton,204.527089,0.349385694,0.650614306,0.301228611
720,Jourdin,204.325001,0.335161506,0.664838494,0.329676988
721,Navjot,203.755335,0.475585039,0.524414961,0.048829921
722,Casy,203.244291,0.583930635,0.416069365,0.167861271
723,Staley,201.101416,0.662249718,0.337750282,0.324499436
724,Maxi,200.73452,0.414681914,0.585318086,0.170636172
725,Jamoni,198.503019,0.559586351,0.440413649,0.119172701
726,Jasmon,198.319337,0.362898183,0.637101817,0.274203635
727,Mell,196.973265,0.639104708,0.360895292,0.278209416
728,Ziyan,196.690605,0.560200804,0.439799196,0.120401607
729,Keatyn,195.696157,0.345051462,0.654948538,0.309897077
730,Jaree,195.308517,0.466162646,0.533837354,0.067674709
731,Day,193.995615,0.379936583,0.620063417,0.240126835
732,Posey,193.724676,0.529711718,0.470288282,0.059423437
733,Nemiah,192.017399,0.627488809,0.372511191,0.254977618
734,Lyrick,191.646052,0.476666068,0.523333932,0.046667865
735,Jahni,190.47414,0.442090848,0.557909152,0.115818305
736,Aijalon,190.225153,0.504784859,0.495215141,0.009569718
737,Oddie,189.784448,0.620104198,0.379895802,0.240208397
738,Zaide,189.652102,0.560002404,0.439997596,0.120004808
739,Shamell,188.871923,0.662734916,0.337265084,0.325469832
740,Cailan,188.560258,0.626307347,0.373692653,0.252614695
741,Zarin,187.461247,0.512755295,0.487244705,0.02551059
742,Keymani,186.68359,0.382562243,0.617437757,0.234875513
743,Preet,186.410048,0.632880181,0.367119819,0.265760363
744,Ekam,184.853591,0.575002733,0.424997267,0.150005466
745,Kayler,182.571949,0.424237324,0.575762676,0.151525353
746,Elim,180.743803,0.565701387,0.434298613,0.131402773
747,Jeryn,180.375908,0.664699373,0.335300627,0.329398747
748,Olanda,179.430222,0.573447722,0.426552278,0.146895443
749,Harbor,178.898323,0.399725407,0.600274593,0.200549186
750,Oluwanifemi,178.83239,0.421957286,0.578042714,0.156085427
751,Cledith,177.840925,0.478022626,0.521977374,0.043954748
752,Mishawn,177.812885,0.362917176,0.637082824,0.274165649
753,Dae,176.555824,0.651161346,0.348838654,0.302322692
754,Kenyatte,176.31502,0.662771419,0.337228581,0.325542838
755,Dai,175.507466,0.63859117,0.36140883,0.277182339
756,Mekiah,174.61906,0.374701628,0.625298372,0.250596745
757,Vernis,172.896311,0.666204607,0.333795393,0.332409215
758,Jianni,172.684582,0.477084439,0.522915561,0.045831121
759,Kamali,170.8053,0.542022619,0.457977381,0.084045237
760,Kellis,170.74186,0.458822441,0.541177559,0.082355118
761,Asheton,169.157509,0.544269997,0.455730003,0.088539995
762,Raedyn,168.958032,0.335117362,0.664882638,0.329765276
763,Yardley,168.095399,0.576343044,0.423656956,0.152686089
764,Donyel,167.979934,0.447675352,0.552324648,0.104649297
765,Zell,167.764109,0.519461377,0.480538623,0.038922753
766,Tyjai,167.639099,0.543863022,0.456136978,0.087726044
767,Eldean,165.703773,0.377406023,0.622593977,0.245187954
768,Donne,165.617884,0.379514051,0.620485949,0.240971899
769,Agam,163.897447,0.587595852,0.412404148,0.175191704
770,Myan,163.712851,0.430283552,0.569716448,0.139432896
771,Kele,160.98897,0.544432796,0.455567204,0.088865591
772,Skylen,160.906397,0.401013827,0.598986173,0.197972347
773,Shadee,160.707526,0.441301361,0.558698639,0.117397277
774,Connelly,160.684368,0.455835623,0.544164377,0.088328754
775,Harlo,160.602524,0.387030287,0.612969713,0.225939425
776,Arrin,159.750812,0.58237299,0.41762701,0.16474598
777,Quanta,158.978282,0.428948899,0.571051101,0.142102202
778,Caylor,158.406232,0.517290058,0.482709942,0.034580117
779,Gaylin,157.975626,0.531136632,0.468863368,0.062273265
780,Soua,157.769673,0.34559576,0.65440424,0.308808481
781,Darly,157.264463,0.628280993,0.371719007,0.256561986
782,Yoltzin,156.963144,0.506049592,0.493950408,0.012099184
783,Zohar,156.903608,0.3666648,0.6333352,0.266670401
784,Yarden,156.287076,0.417148466,0.582851534,0.165703068
785,Erian,155.820241,0.433029018,0.566970982,0.133941963
786,Jermany,155.65987,0.565665075,0.434334925,0.13133015
787,Currie,155.253736,0.660884438,0.339115562,0.321768875
788,Mechel,155.215298,0.570326534,0.429673466,0.140653069
789,Camauri,154.974017,0.627916033,0.372083967,0.255832066
790,Siah,154.888615,0.461182651,0.538817349,0.077634699
791,Lakoda,154.828139,0.583135473,0.416864527,0.166270945
792,Demarie,153.988438,0.334341654,0.665658346,0.331316693
793,Rumi,153.979008,0.560985397,0.439014603,0.121970795
794,Raeden,153.943087,0.625600291,0.374399709,0.251200582
795,Senai,153.857962,0.418731239,0.581268761,0.162537523
796,Kindred,153.765557,0.567426748,0.432573252,0.134853496
797,Deondrea,153.675788,0.434716164,0.565283836,0.130567673
798,Babe,153.297631,0.505635981,0.494364019,0.011271962
799,March,152.466596,0.455420274,0.544579726,0.089159451
800,Maddyx,152.039973,0.470335916,0.529664084,0.059328168
801,Jorryn,150.862802,0.50624189,0.49375811,0.01248378
802,Adisa,150.515376,0.412989321,0.587010679,0.174021357
803,Wen,150.356684,0.571154003,0.428845997,0.142308007
804,Audi,149.393881,0.408464722,0.591535278,0.183070557
805,Shaquel,148.738388,0.482647338,0.517352662,0.034705324
806,Michiah,147.88684,0.408852201,0.591147799,0.182295598
807,Chandlar,147.490974,0.375347796,0.624652204,0.249304408
808,Moe,147.377881,0.623062561,0.376937439,0.246125122
809,Arieon,146.850076,0.587997959,0.412002041,0.175995918
810,Yarnell,146.061162,0.414096541,0.585903459,0.171806917
811,Ayo,145.320912,0.543251917,0.456748083,0.086503834
812,Chey,145.192942,0.510858358,0.489141642,0.021716717
813,Clemence,144.811212,0.465590171,0.534409829,0.068819657
814,Ajene,144.374216,0.595696069,0.404303931,0.191392139
815,Tkai,142.846541,0.49971497,0.50028503,0.000570059
816,Lawan,142.608669,0.363880929,0.636119071,0.272238141
817,Zannie,142.50946,0.613084058,0.386915942,0.226168115
818,Denym,142.036011,0.52420854,0.47579146,0.048417081
819,Sayre,141.358156,0.565705646,0.434294354,0.131411293
820,Kamarii,141.121253,0.46450406,0.53549594,0.07099188
821,Tavi,141.092512,0.351839473,0.648160527,0.296321055
822,Kymoni,141.056165,0.647671585,0.352328415,0.295343171
823,Zaiah,141.048316,0.457343603,0.542656397,0.085312795
824,Amaurie,141.0157,0.563158783,0.436841217,0.126317566
825,Paiden,140.079349,0.41830577,0.58169423,0.163388459
826,Aamari,139.050451,0.564144556,0.435855444,0.128289113
827,Tris,138.63448,0.368586401,0.631413599,0.262827199
828,Rorey,137.365923,0.659845892,0.340154108,0.319691784
829,Meiko,135.129167,0.359543917,0.640456083,0.280912166
830,Asuncion,134.85547,0.474092879,0.525907121,0.051814242
831,Jodey,134.352625,0.646850212,0.353149788,0.293700425
832,Declyn,133.153389,0.663979307,0.336020693,0.327958615
833,Camil,132.816153,0.358902618,0.641097382,0.282194764
834,Oluwademilade,132.098795,0.661304935,0.338695065,0.322609869
835,Duanne,131.550234,0.652898481,0.347101519,0.305796963
836,Rudie,131.45638,0.60348101,0.39651899,0.20696202
837,Lauris,131.241428,0.473202661,0.526797339,0.053594677
838,Child,130.19941,0.595175047,0.404824953,0.190350095
839,Jaydeen,130.122524,0.450449263,0.549550737,0.099101475
840,Kery,129.818244,0.432453246,0.567546754,0.135093508
841,Nesta,129.362506,0.590159432,0.409840568,0.180318863
842,Merrit,129.327225,0.569640082,0.430359918,0.139280163
843,Ermal,128.612374,0.521066223,0.478933777,0.042132447
844,Kaisyn,128.21277,0.565653796,0.434346204,0.131307591
845,Neziah,128.1557,0.426055025,0.573944975,0.147889949
846,Lattie,128.141635,0.363317348,0.636682652,0.273365304
847,Nyaire,128.094468,0.635278488,0.364721512,0.270556977
848,Damarie,127.81577,0.659957648,0.340042352,0.319915297
849,Murle,127.226318,0.613283409,0.386716591,0.226566818
850,Sekai,127.078031,0.507621534,0.492378466,0.015243067
851,Merion,126.77774,0.470668597,0.529331403,0.058662806
852,Danyl,126.013529,0.544535063,0.455464937,0.089070127
853,Areon,125.888151,0.645584071,0.354415929,0.291168142
854,Seville,125.22815,0.388325947,0.611674053,0.223348105
855,Freddi,125.185001,0.55196309,0.44803691,0.10392618
856,Ruari,125.166337,0.348801971,0.651198029,0.302396059
857,Rayen,125.095867,0.49142363,0.50857637,0.017152741
858,Kadian,124.925028,0.349090264,0.650909736,0.301819472
859,Brookes,124.423283,0.654159527,0.345840473,0.308319055
860,Rilley,124.084696,0.551562056,0.448437944,0.103124111
861,Gaynor,123.675765,0.362479488,0.637520512,0.275041024
862,Sopheap,123.180484,0.362594516,0.637405484,0.274810968
863,Oluwatomisin,123.170318,0.346607005,0.653392995,0.30678599
864,Shayde,122.862738,0.612759419,0.387240581,0.225518839
865,Altair,122.254598,0.446919387,0.553080613,0.106161226
866,Jayel,122.211454,0.520036608,0.479963392,0.040073216
867,Foye,121.550891,0.396195121,0.603804879,0.207609757
868,Lovelle,121.295408,0.602456896,0.397543104,0.204913792
869,Jasmond,121.265866,0.649814285,0.350185715,0.29962857
870,Larin,121.137595,0.449040754,0.550959246,0.101918492
871,Malijah,121.086413,0.33593191,0.66406809,0.32813618
872,Brenn,120.368931,0.514553303,0.485446697,0.029106606
873,Maziah,120.241444,0.346847631,0.653152369,0.306304738
874,Chapel,120.153175,0.347016298,0.652983702,0.305967404
875,Linnell,120.105338,0.408385546,0.591614454,0.183228909
876,Tahje,118.784545,0.64138221,0.35861779,0.28276442
877,Peyson,118.29403,0.377886948,0.622113052,0.244226103
878,Jacquise,118.139899,0.608678538,0.391321462,0.217357076
879,Rease,118.050374,0.545529369,0.454470631,0.091058737
880,Breslin,117.246619,0.63530945,0.36469055,0.270618899
881,Remmy,117.213276,0.609782419,0.390217581,0.219564838
882,Sukhman,117.077497,0.601323686,0.398676314,0.202647371
883,Atari,116.993573,0.65600142,0.34399858,0.31200284
884,Shaquelle,116.141721,0.617219208,0.382780792,0.234438415
885,Brighten,114.215101,0.556287999,0.443712001,0.112575998
886,Jaton,113.862602,0.473326167,0.526673833,0.053347665
887,Jahdai,113.124261,0.376726881,0.623273119,0.246546238
888,Deovion,113.003055,0.622703333,0.377296667,0.245406666
889,Maui,112.190951,0.627855583,0.372144417,0.255711167
890,Ronne,111.657837,0.473608261,0.526391739,0.052783478
891,Sehaj,111.285543,0.597965137,0.402034863,0.195930275
892,Tagan,111.076315,0.481835079,0.518164921,0.036329842
893,Luvern,110.746093,0.636487601,0.363512399,0.272975201
894,Lyan,110.250095,0.549608098,0.450391902,0.099216196
895,Peniel,110.216069,0.639312268,0.360687732,0.278624535
896,Ryin,110.061346,0.512639179,0.487360821,0.025278357
897,Skylur,108.968124,0.626653534,0.373346466,0.253307068
898,Skylier,108.758081,0.562586425,0.437413575,0.12517285
899,Oluwadarasimi,108.353861,0.36675389,0.63324611,0.26649222
900,Psalm,108.230882,0.366573239,0.633426761,0.266853522
901,Aidynn,107.344514,0.407164823,0.592835177,0.185670355
902,Juliani,107.272545,0.342412917,0.657587083,0.315174167
903,Johany,107.173152,0.462450568,0.537549432,0.075098864
904,Rainn,106.336104,0.401670255,0.598329745,0.19665949
905,Liron,106.120731,0.644736465,0.355263535,0.289472931
906,Vail,106.056996,0.379711877,0.620288123,0.240576246
907,Gillie,105.527474,0.547365514,0.452634486,0.094731027
908,Armari,104.214954,0.628445655,0.371554345,0.256891309
909,Kache,104.096492,0.457945115,0.542054885,0.08410977
910,Eudell,103.921273,0.41967264,0.58032736,0.16065472
911,Mikele,103.518292,0.394806118,0.605193882,0.210387764
912,Alija,103.229976,0.576972381,0.423027619,0.153944761
913,Carel,102.758657,0.564701425,0.435298575,0.129402849
914,Olayinka,102.625879,0.418250235,0.581749765,0.16349953
915,Eaden,102.319579,0.572760615,0.427239385,0.14552123
916,Inioluwa,101.384201,0.352728923,0.647271077,0.294542155
917,Gwin,101.243364,0.562136576,0.437863424,0.124273152
918,Yacine,100.2304,0.544598944,0.455401056,0.089197888
919,Aeon,100.21104,0.464834563,0.535165437,0.070330874
